month,quarter,category,brand,is_zoetis,channel,geo_level,geo,true_sales,true_units
2024-04,2024-Q2,Vaccines,Vanguard,True,Veterinary,National,National,16003386.62,727427
2024-04,2024-Q2,Vaccines,Vanguard,True,Retail,Region,Northeast,218525.8,9933
2024-04,2024-Q2,Vaccines,Vanguard,True,Retail,Region,South,320637.49,14574
2024-04,2024-Q2,Vaccines,Vanguard,True,Retail,Region,Midwest,206895.46,9404
2024-04,2024-Q2,Vaccines,Vanguard,True,Retail,Region,West,229679.69,10440
2024-04,2024-Q2,Vaccines,Vanguard,True,Retail,National,National,975738.45,44352
2024-04,2024-Q2,Vaccines,Vanguard,True,E-commerce,Region,Northeast,294891.25,13404
2024-04,2024-Q2,Vaccines,Vanguard,True,E-commerce,Region,South,480102.26,21823
2024-04,2024-Q2,Vaccines,Vanguard,True,E-commerce,Region,Midwest,282366.11,12835
2024-04,2024-Q2,Vaccines,Vanguard,True,E-commerce,Region,West,298151.48,13552
2024-04,2024-Q2,Vaccines,Vanguard,True,E-commerce,National,National,1355511.11,61614
2024-05,2024-Q2,Vaccines,Vanguard,True,Veterinary,Region,Northeast,3505188.19,159327
2024-05,2024-Q2,Vaccines,Vanguard,True,Veterinary,Region,South,5896379.72,268017
2024-05,2024-Q2,Vaccines,Vanguard,True,Veterinary,Region,Midwest,3493246.82,158784
2024-05,2024-Q2,Vaccines,Vanguard,True,Veterinary,Region,West,3635413.54,165246
2024-05,2024-Q2,Vaccines,Vanguard,True,Veterinary,National,National,16530228.27,751374
2024-05,2024-Q2,Vaccines,Vanguard,True,Retail,Region,Northeast,233740.22,10625
2024-05,2024-Q2,Vaccines,Vanguard,True,Retail,Region,South,374774.66,17035
2024-05,2024-Q2,Vaccines,Vanguard,True,Retail,Region,Midwest,203124.06,9233
2024-05,2024-Q2,Vaccines,Vanguard,True,Retail,Region,West,243112.74,11051
2024-05,2024-Q2,Vaccines,Vanguard,True,Retail,National,National,1054751.68,47943
2024-05,2024-Q2,Vaccines,Vanguard,True,E-commerce,Region,Northeast,336703.48,15305
2024-05,2024-Q2,Vaccines,Vanguard,True,E-commerce,Region,South,515615.28,23437
2024-05,2024-Q2,Vaccines,Vanguard,True,E-commerce,Region,Midwest,320061.58,14548
2024-05,2024-Q2,Vaccines,Vanguard,True,E-commerce,Region,West,352089.98,16004
2024-05,2024-Q2,Vaccines,Vanguard,True,E-commerce,National,National,1524470.33,69294
2024-06,2024-Q2,Vaccines,Vanguard,True,Veterinary,Region,Northeast,3638964.49,165407
2024-06,2024-Q2,Vaccines,Vanguard,True,Veterinary,Region,South,5177026.44,235319
2024-06,2024-Q2,Vaccines,Vanguard,True,Veterinary,Region,Midwest,3528300.57,160377
2024-06,2024-Q2,Vaccines,Vanguard,True,Veterinary,Region,West,3817149.89,173507
2024-06,2024-Q2,Vaccines,Vanguard,True,Veterinary,National,National,16161441.39,734611
2024-06,2024-Q2,Vaccines,Vanguard,True,Retail,Region,Northeast,207116.49,9414
2024-06,2024-Q2,Vaccines,Vanguard,True,Retail,Region,South,331845.68,15084
2024-06,2024-Q2,Vaccines,Vanguard,True,Retail,Region,Midwest,213728.71,9715
2024-06,2024-Q2,Vaccines,Vanguard,True,Retail,Region,West,221213.07,10055
2024-06,2024-Q2,Vaccines,Vanguard,True,Retail,National,National,973903.95,44268
2024-06,2024-Q2,Vaccines,Vanguard,True,E-commerce,Region,Northeast,335833.31,15265
2024-06,2024-Q2,Vaccines,Vanguard,True,E-commerce,Region,South,515260.4,23421
2024-06,2024-Q2,Vaccines,Vanguard,True,E-commerce,Region,Midwest,333420.31,15155
2024-06,2024-Q2,Vaccines,Vanguard,True,E-commerce,Region,West,346385.45,15745
2024-06,2024-Q2,Vaccines,Vanguard,True,E-commerce,National,National,1530899.47,69586
2024-07,2024-Q3,Vaccines,Vanguard,True,Veterinary,Region,Northeast,3449192.19,156781
2024-07,2024-Q3,Vaccines,Vanguard,True,Veterinary,Region,South,5212888.21,236949
2024-07,2024-Q3,Vaccines,Vanguard,True,Veterinary,Region,Midwest,3155688.72,143440
2024-07,2024-Q3,Vaccines,Vanguard,True,Veterinary,Region,West,3405652.41,154802
2024-07,2024-Q3,Vaccines,Vanguard,True,Veterinary,National,National,15223421.54,691974
2024-07,2024-Q3,Vaccines,Vanguard,True,Retail,Region,Northeast,196501.69,8932
2024-07,2024-Q3,Vaccines,Vanguard,True,Retail,Region,South,306915.06,13951
2024-07,2024-Q3,Vaccines,Vanguard,True,Retail,Region,Midwest,186377.15,8472
2024-07,2024-Q3,Vaccines,Vanguard,True,Retail,Region,West,210543.61,9570
2024-07,2024-Q3,Vaccines,Vanguard,True,Retail,National,National,900337.51,40924
2024-07,2024-Q3,Vaccines,Vanguard,True,E-commerce,Region,Northeast,349095.28,15868
2024-07,2024-Q3,Vaccines,Vanguard,True,E-commerce,Region,South,535562.92,24344
2024-07,2024-Q3,Vaccines,Vanguard,True,E-commerce,Region,Midwest,322062.97,14639
2024-07,2024-Q3,Vaccines,Vanguard,True,E-commerce,Region,West,350658.87,15939
2024-07,2024-Q3,Vaccines,Vanguard,True,E-commerce,National,National,1557380.05,70790
2024-08,2024-Q3,Vaccines,Vanguard,True,Veterinary,Region,Northeast,3004329.19,136560
2024-08,2024-Q3,Vaccines,Vanguard,True,Veterinary,Region,South,4665149.36,212052
2024-08,2024-Q3,Vaccines,Vanguard,True,Veterinary,Region,Midwest,3056490.4,138931
2024-08,2024-Q3,Vaccines,Vanguard,True,Veterinary,Region,West,3139246.33,142693
2024-08,2024-Q3,Vaccines,Vanguard,True,Veterinary,National,National,13865215.29,630237
2024-08,2024-Q3,Vaccines,Vanguard,True,Retail,Region,Northeast,187543.29,8525
2024-08,2024-Q3,Vaccines,Vanguard,True,Retail,Region,South,284317.84,12924
2024-08,2024-Q3,Vaccines,Vanguard,True,Retail,Region,Midwest,191958.29,8725
2024-08,2024-Q3,Vaccines,Vanguard,True,Retail,Region,West,185402.07,8427
2024-08,2024-Q3,Vaccines,Vanguard,True,Retail,National,National,849221.48,38601
2024-08,2024-Q3,Vaccines,Vanguard,True,E-commerce,Region,Northeast,338086.46,15368
2024-08,2024-Q3,Vaccines,Vanguard,True,E-commerce,Region,South,514283.4,23377
2024-08,2024-Q3,Vaccines,Vanguard,True,E-commerce,Region,Midwest,313435.52,14247
2024-08,2024-Q3,Vaccines,Vanguard,True,E-commerce,Region,West,354739.28,16125
2024-08,2024-Q3,Vaccines,Vanguard,True,E-commerce,National,National,1520544.65,69116
2024-09,2024-Q3,Vaccines,Vanguard,True,Veterinary,Region,Northeast,2915219.72,132510
2024-09,2024-Q3,Vaccines,Vanguard,True,Veterinary,Region,South,4714123.84,214278
2024-09,2024-Q3,Vaccines,Vanguard,True,Veterinary,Region,Midwest,2908464.21,132203
2024-09,2024-Q3,Vaccines,Vanguard,True,Veterinary,Region,West,3272393.35,148745
2024-09,2024-Q3,Vaccines,Vanguard,True,Veterinary,National,National,13810201.12,627736
2024-09,2024-Q3,Vaccines,Vanguard,True,Retail,Region,Northeast,174230.63,7920
2024-09,2024-Q3,Vaccines,Vanguard,True,Retail,Region,South,286384.3,13017
2024-09,2024-Q3,Vaccines,Vanguard,True,Retail,Region,Midwest,168410.84,7655
2024-09,2024-Q3,Vaccines,Vanguard,True,Retail,Region,West,174546.31,7934
2024-09,2024-Q3,Vaccines,Vanguard,True,Retail,National,National,803572.07,36526
2024-09,2024-Q3,Vaccines,Vanguard,True,E-commerce,Region,Northeast,344280.02,15649
2024-09,2024-Q3,Vaccines,Vanguard,True,E-commerce,Region,South,522566.21,23753
2024-09,2024-Q3,Vaccines,Vanguard,True,E-commerce,Region,Midwest,314988.81,14318
2024-09,2024-Q3,Vaccines,Vanguard,True,E-commerce,Region,West,364289.37,16559
2024-09,2024-Q3,Vaccines,Vanguard,True,E-commerce,National,National,1546124.41,70278
2024-10,2024-Q4,Vaccines,Vanguard,True,Veterinary,Region,Northeast,2917718.87,132624
2024-10,2024-Q4,Vaccines,Vanguard,True,Veterinary,Region,South,4364857.58,198403
2024-10,2024-Q4,Vaccines,Vanguard,True,Veterinary,Region,Midwest,2763482.44,125613
2024-10,2024-Q4,Vaccines,Vanguard,True,Veterinary,Region,West,3020380.22,137290
2024-10,2024-Q4,Vaccines,Vanguard,True,Veterinary,National,National,13066439.11,593929
2024-10,2024-Q4,Vaccines,Vanguard,True,Retail,Region,Northeast,166712.7,7578
2024-10,2024-Q4,Vaccines,Vanguard,True,Retail,Region,South,246175.35,11190
2024-10,2024-Q4,Vaccines,Vanguard,True,Retail,Region,Midwest,161236.84,7329
2024-10,2024-Q4,Vaccines,Vanguard,True,Retail,Region,West,171963.31,7817
2024-10,2024-Q4,Vaccines,Vanguard,True,Retail,National,National,746088.21,33913
2024-10,2024-Q4,Vaccines,Vanguard,True,E-commerce,Region,Northeast,353833.0,16083
2024-10,2024-Q4,Vaccines,Vanguard,True,E-commerce,Region,South,523254.62,23784
2024-10,2024-Q4,Vaccines,Vanguard,True,E-commerce,Region,Midwest,325790.91,14809
2024-10,2024-Q4,Vaccines,Vanguard,True,E-commerce,Region,West,340947.93,15498
2024-10,2024-Q4,Vaccines,Vanguard,True,E-commerce,National,National,1543826.46,70174
2024-11,2024-Q4,Vaccines,Vanguard,True,Veterinary,Region,Northeast,2788526.99,126751
2024-11,2024-Q4,Vaccines,Vanguard,True,Veterinary,Region,South,4146184.92,188463
2024-11,2024-Q4,Vaccines,Vanguard,True,Veterinary,Region,Midwest,2560894.74,116404
2024-11,2024-Q4,Vaccines,Vanguard,True,Veterinary,Region,West,2897374.89,131699
2024-11,2024-Q4,Vaccines,Vanguard,True,Veterinary,National,National,12392981.55,563317
2024-11,2024-Q4,Vaccines,Vanguard,True,Retail,Region,Northeast,158620.99,7210
2024-11,2024-Q4,Vaccines,Vanguard,True,Retail,Region,South,247205.14,11237
2024-11,2024-Q4,Vaccines,Vanguard,True,Retail,Region,Midwest,156851.62,7130
2024-11,2024-Q4,Vaccines,Vanguard,True,Retail,Region,West,164223.03,7465
2024-11,2024-Q4,Vaccines,Vanguard,True,Retail,National,National,726900.78,33041
2024-11,2024-Q4,Vaccines,Vanguard,True,E-commerce,Region,Northeast,349717.42,15896
2024-11,2024-Q4,Vaccines,Vanguard,True,E-commerce,Region,South,527355.32,23971
2024-11,2024-Q4,Vaccines,Vanguard,True,E-commerce,Region,Midwest,325234.88,14783
2024-11,2024-Q4,Vaccines,Vanguard,True,E-commerce,Region,West,361058.22,16412
2024-11,2024-Q4,Vaccines,Vanguard,True,E-commerce,National,National,1563365.83,71062
2024-12,2024-Q4,Vaccines,Vanguard,True,Veterinary,Region,Northeast,2738128.95,124460
2024-12,2024-Q4,Vaccines,Vanguard,True,Veterinary,Region,South,4142381.02,188290
2024-12,2024-Q4,Vaccines,Vanguard,True,Veterinary,Region,Midwest,2535711.99,115260
2024-12,2024-Q4,Vaccines,Vanguard,True,Veterinary,Region,West,2695173.61,122508
2024-12,2024-Q4,Vaccines,Vanguard,True,Veterinary,National,National,12111395.57,550518
2024-12,2024-Q4,Vaccines,Vanguard,True,Retail,Region,Northeast,151813.94,6901
2024-12,2024-Q4,Vaccines,Vanguard,True,Retail,Region,South,224388.32,10199
2024-12,2024-Q4,Vaccines,Vanguard,True,Retail,Region,Midwest,150698.37,6850
2024-12,2024-Q4,Vaccines,Vanguard,True,Retail,Region,West,159696.98,7259
2024-12,2024-Q4,Vaccines,Vanguard,True,Retail,National,National,686597.61,31209
2024-12,2024-Q4,Vaccines,Vanguard,True,E-commerce,Region,Northeast,333835.16,15174
2024-12,2024-Q4,Vaccines,Vanguard,True,E-commerce,Region,South,532366.74,24198
2024-12,2024-Q4,Vaccines,Vanguard,True,E-commerce,Region,Midwest,343196.49,15600
2024-12,2024-Q4,Vaccines,Vanguard,True,E-commerce,Region,West,360997.6,16409
2024-12,2024-Q4,Vaccines,Vanguard,True,E-commerce,National,National,1570395.99,71382
2025-01,2025-Q1,Vaccines,Vanguard,True,Veterinary,Region,Northeast,2936550.56,133480
2025-01,2025-Q1,Vaccines,Vanguard,True,Veterinary,Region,South,4571472.05,207794
2025-01,2025-Q1,Vaccines,Vanguard,True,Veterinary,Region,Midwest,2689926.23,122269
2025-01,2025-Q1,Vaccines,Vanguard,True,Veterinary,Region,West,3100179.28,140917
2025-01,2025-Q1,Vaccines,Vanguard,True,Veterinary,National,National,13298128.11,604460
2025-01,2025-Q1,Vaccines,Vanguard,True,Retail,Region,Northeast,161809.09,7355
2025-01,2025-Q1,Vaccines,Vanguard,True,Retail,Region,South,276863.47,12585
2025-01,2025-Q1,Vaccines,Vanguard,True,Retail,Region,Midwest,156080.35,7095
2025-01,2025-Q1,Vaccines,Vanguard,True,Retail,Region,West,169692.92,7713
2025-01,2025-Q1,Vaccines,Vanguard,True,Retail,National,National,764445.82,34748
2025-01,2025-Q1,Vaccines,Vanguard,True,E-commerce,Region,Northeast,409946.11,18634
2025-01,2025-Q1,Vaccines,Vanguard,True,E-commerce,Region,South,612426.36,27838
2025-01,2025-Q1,Vaccines,Vanguard,True,E-commerce,Region,Midwest,382930.73,17406
2025-01,2025-Q1,Vaccines,Vanguard,True,E-commerce,Region,West,405321.63,18424
2025-01,2025-Q1,Vaccines,Vanguard,True,E-commerce,National,National,1810624.83,82301
2025-02,2025-Q1,Vaccines,Vanguard,True,Veterinary,Region,Northeast,3209594.81,145891
2025-02,2025-Q1,Vaccines,Vanguard,True,Veterinary,Region,South,5112406.04,232382
2025-02,2025-Q1,Vaccines,Vanguard,True,Veterinary,Region,Midwest,3228575.24,146753
2025-02,2025-Q1,Vaccines,Vanguard,True,Veterinary,Region,West,3388641.57,154029
2025-02,2025-Q1,Vaccines,Vanguard,True,Veterinary,National,National,14939217.66,679055
2025-02,2025-Q1,Vaccines,Vanguard,True,Retail,Region,Northeast,178382.18,8108
2025-02,2025-Q1,Vaccines,Vanguard,True,Retail,Region,South,280533.54,12752
2025-02,2025-Q1,Vaccines,Vanguard,True,Retail,Region,Midwest,173761.97,7898
2025-02,2025-Q1,Vaccines,Vanguard,True,Retail,Region,West,180392.49,8200
2025-02,2025-Q1,Vaccines,Vanguard,True,Retail,National,National,813070.18,36958
2025-02,2025-Q1,Vaccines,Vanguard,True,E-commerce,Region,Northeast,458910.95,20860
2025-02,2025-Q1,Vaccines,Vanguard,True,E-commerce,Region,South,685380.05,31154
2025-02,2025-Q1,Vaccines,Vanguard,True,E-commerce,Region,Midwest,425937.03,19361
2025-02,2025-Q1,Vaccines,Vanguard,True,E-commerce,Region,West,467890.74,21268
2025-02,2025-Q1,Vaccines,Vanguard,True,E-commerce,National,National,2038118.78,92642
2025-03,2025-Q1,Vaccines,Vanguard,True,Veterinary,Region,Northeast,3604698.41,163850
2025-03,2025-Q1,Vaccines,Vanguard,True,Veterinary,Region,South,5731800.93,260536
2025-03,2025-Q1,Vaccines,Vanguard,True,Veterinary,Region,Midwest,3278003.46,149000
2025-03,2025-Q1,Vaccines,Vanguard,True,Veterinary,Region,West,3505516.99,159342
2025-03,2025-Q1,Vaccines,Vanguard,True,Veterinary,National,National,16120019.79,732728
2025-03,2025-Q1,Vaccines,Vanguard,True,Retail,Region,Northeast,179149.01,8143
2025-03,2025-Q1,Vaccines,Vanguard,True,Retail,Region,South,298912.08,13587
2025-03,2025-Q1,Vaccines,Vanguard,True,Retail,Region,Midwest,167999.91,7636
2025-03,2025-Q1,Vaccines,Vanguard,True,Retail,Region,West,191068.29,8685
2025-03,2025-Q1,Vaccines,Vanguard,True,Retail,National,National,837129.29,38051
2025-03,2025-Q1,Vaccines,Vanguard,True,E-commerce,Region,Northeast,490339.23,22288
2025-03,2025-Q1,Vaccines,Vanguard,True,E-commerce,Region,South,811359.64,36880
2025-03,2025-Q1,Vaccines,Vanguard,True,E-commerce,Region,Midwest,461662.07,20985
2025-03,2025-Q1,Vaccines,Vanguard,True,E-commerce,Region,West,538718.11,24487
2025-03,2025-Q1,Vaccines,Vanguard,True,E-commerce,National,National,2302079.04,104640
2025-04,2025-Q2,Vaccines,Vanguard,True,Veterinary,Region,Northeast,3566428.34,162110
2025-04,2025-Q2,Vaccines,Vanguard,True,Veterinary,Region,South,5616825.28,255310
2025-04,2025-Q2,Vaccines,Vanguard,True,Veterinary,Region,Midwest,3263497.38,148341
2025-04,2025-Q2,Vaccines,Vanguard,True,Veterinary,Region,West,3737370.57,169880
2025-04,2025-Q2,Vaccines,Vanguard,True,Veterinary,National,National,16184121.56,735642
2025-04,2025-Q2,Vaccines,Vanguard,True,Retail,Region,Northeast,187829.07,8538
2025-04,2025-Q2,Vaccines,Vanguard,True,Retail,Region,South,269556.01,12253
2025-04,2025-Q2,Vaccines,Vanguard,True,Retail,Region,Midwest,182704.18,8305
2025-04,2025-Q2,Vaccines,Vanguard,True,Retail,Region,West,199747.58,9079
2025-04,2025-Q2,Vaccines,Vanguard,True,Retail,National,National,839836.85,38174
2025-04,2025-Q2,Vaccines,Vanguard,True,E-commerce,Region,Northeast,512073.84,23276
2025-04,2025-Q2,Vaccines,Vanguard,True,E-commerce,Region,South,798417.8,36292
2025-04,2025-Q2,Vaccines,Vanguard,True,E-commerce,Region,Midwest,503382.72,22881
2025-04,2025-Q2,Vaccines,Vanguard,True,E-commerce,Region,West,555048.16,25229
2025-04,2025-Q2,Vaccines,Vanguard,True,E-commerce,National,National,2368922.51,107678
2025-05,2025-Q2,Vaccines,Vanguard,True,Veterinary,Region,Northeast,3415836.45,155265
2025-05,2025-Q2,Vaccines,Vanguard,True,Veterinary,Region,South,5270910.64,239587
2025-05,2025-Q2,Vaccines,Vanguard,True,Veterinary,Region,Midwest,3387935.29,153997
2025-05,2025-Q2,Vaccines,Vanguard,True,Veterinary,Region,West,3624364.72,164744
2025-05,2025-Q2,Vaccines,Vanguard,True,Veterinary,National,National,15699047.09,713593
2025-05,2025-Q2,Vaccines,Vanguard,True,Retail,Region,Northeast,181738.68,8261
2025-05,2025-Q2,Vaccines,Vanguard,True,Retail,Region,South,279830.15,12720
2025-05,2025-Q2,Vaccines,Vanguard,True,Retail,Region,Midwest,176422.51,8019
2025-05,2025-Q2,Vaccines,Vanguard,True,Retail,Region,West,189728.05,8624
2025-05,2025-Q2,Vaccines,Vanguard,True,Retail,National,National,827719.39,37624
2025-05,2025-Q2,Vaccines,Vanguard,True,E-commerce,Region,Northeast,562966.63,25589
2025-05,2025-Q2,Vaccines,Vanguard,True,E-commerce,Region,South,850739.35,38670
2025-05,2025-Q2,Vaccines,Vanguard,True,E-commerce,Region,Midwest,537809.32,24446
2025-05,2025-Q2,Vaccines,Vanguard,True,E-commerce,Region,West,595191.91,27054
2025-05,2025-Q2,Vaccines,Vanguard,True,E-commerce,National,National,2546707.2,115759
2025-06,2025-Q2,Vaccines,Vanguard,True,Veterinary,Region,Northeast,3474786.94,157945
2025-06,2025-Q2,Vaccines,Vanguard,True,Veterinary,Region,South,5505075.05,250231
2025-06,2025-Q2,Vaccines,Vanguard,True,Veterinary,Region,Midwest,3133400.9,142427
2025-06,2025-Q2,Vaccines,Vanguard,True,Veterinary,Region,West,3531575.6,160526
2025-06,2025-Q2,Vaccines,Vanguard,True,Veterinary,National,National,15644838.5,711129
2025-06,2025-Q2,Vaccines,Vanguard,True,Retail,Region,Northeast,170382.27,7745
2025-06,2025-Q2,Vaccines,Vanguard,True,Retail,Region,South,269690.47,12259
2025-06,2025-Q2,Vaccines,Vanguard,True,Retail,Region,Midwest,166963.93,7589
2025-06,2025-Q2,Vaccines,Vanguard,True,Retail,Region,West,176441.09,8020
2025-06,2025-Q2,Vaccines,Vanguard,True,Retail,National,National,783477.77,35613
2025-06,2025-Q2,Vaccines,Vanguard,True,E-commerce,Region,Northeast,567924.01,25815
2025-06,2025-Q2,Vaccines,Vanguard,True,E-commerce,Region,South,822746.43,37398
2025-06,2025-Q2,Vaccines,Vanguard,True,E-commerce,Region,Midwest,519407.22,23609
2025-06,2025-Q2,Vaccines,Vanguard,True,E-commerce,Region,West,588786.66,26763
2025-06,2025-Q2,Vaccines,Vanguard,True,E-commerce,National,National,2498864.32,113585
2025-07,2025-Q3,Vaccines,Vanguard,True,Veterinary,Region,Northeast,3416894.62,155313
2025-07,2025-Q3,Vaccines,Vanguard,True,Veterinary,Region,South,5489005.19,249500
2025-07,2025-Q3,Vaccines,Vanguard,True,Veterinary,Region,Midwest,3334393.57,151563
2025-07,2025-Q3,Vaccines,Vanguard,True,Veterinary,Region,West,3455772.06,157081
2025-07,2025-Q3,Vaccines,Vanguard,True,Veterinary,National,National,15696065.44,713458
2025-07,2025-Q3,Vaccines,Vanguard,True,Retail,Region,Northeast,168628.54,7665
2025-07,2025-Q3,Vaccines,Vanguard,True,Retail,Region,South,258598.89,11754
2025-07,2025-Q3,Vaccines,Vanguard,True,Retail,Region,Midwest,163210.03,7419
2025-07,2025-Q3,Vaccines,Vanguard,True,Retail,Region,West,179224.97,8147
2025-07,2025-Q3,Vaccines,Vanguard,True,Retail,National,National,769662.43,34985
2025-07,2025-Q3,Vaccines,Vanguard,True,E-commerce,Region,Northeast,580663.14,26394
2025-07,2025-Q3,Vaccines,Vanguard,True,E-commerce,Region,South,931005.51,42318
2025-07,2025-Q3,Vaccines,Vanguard,True,E-commerce,Region,Midwest,560824.1,25492
2025-07,2025-Q3,Vaccines,Vanguard,True,E-commerce,Region,West,654824.68,29765
2025-07,2025-Q3,Vaccines,Vanguard,True,E-commerce,National,National,2727317.43,123969
2025-08,2025-Q3,Vaccines,Vanguard,True,Veterinary,Region,Northeast,3205180.87,145690
2025-08,2025-Q3,Vaccines,Vanguard,True,Veterinary,Region,South,4899046.91,222684
2025-08,2025-Q3,Vaccines,Vanguard,True,Veterinary,Region,Midwest,3123806.44,141991
2025-08,2025-Q3,Vaccines,Vanguard,True,Veterinary,Region,West,3236175.23,147099
2025-08,2025-Q3,Vaccines,Vanguard,True,Veterinary,National,National,14464209.45,657464
2025-08,2025-Q3,Vaccines,Vanguard,True,Retail,Region,Northeast,157669.02,7167
2025-08,2025-Q3,Vaccines,Vanguard,True,Retail,Region,South,249258.37,11330
2025-08,2025-Q3,Vaccines,Vanguard,True,Retail,Region,Midwest,143606.2,6528
2025-08,2025-Q3,Vaccines,Vanguard,True,Retail,Region,West,160398.21,7291
2025-08,2025-Q3,Vaccines,Vanguard,True,Retail,National,National,710931.79,32315
2025-08,2025-Q3,Vaccines,Vanguard,True,E-commerce,Region,Northeast,549227.28,24965
2025-08,2025-Q3,Vaccines,Vanguard,True,E-commerce,Region,South,825249.15,37511
2025-08,2025-Q3,Vaccines,Vanguard,True,E-commerce,Region,Midwest,502888.39,22859
2025-08,2025-Q3,Vaccines,Vanguard,True,E-commerce,Region,West,596734.28,27124
2025-08,2025-Q3,Vaccines,Vanguard,True,E-commerce,National,National,2474099.1,112459
2025-09,2025-Q3,Vaccines,Vanguard,True,Veterinary,Region,Northeast,3092836.52,140583
2025-09,2025-Q3,Vaccines,Vanguard,True,Veterinary,Region,South,4474173.53,203372
2025-09,2025-Q3,Vaccines,Vanguard,True,Veterinary,Region,Midwest,2788829.0,126765
2025-09,2025-Q3,Vaccines,Vanguard,True,Veterinary,Region,West,3147027.41,143047
2025-09,2025-Q3,Vaccines,Vanguard,True,Veterinary,National,National,13502866.46,613767
2025-09,2025-Q3,Vaccines,Vanguard,True,Retail,Region,Northeast,140804.18,6400
2025-09,2025-Q3,Vaccines,Vanguard,True,Retail,Region,South,213055.27,9684
2025-09,2025-Q3,Vaccines,Vanguard,True,Retail,Region,Midwest,132319.03,6015
2025-09,2025-Q3,Vaccines,Vanguard,True,Retail,Region,West,149331.48,6788
2025-09,2025-Q3,Vaccines,Vanguard,True,Retail,National,National,635509.96,28887
2025-09,2025-Q3,Vaccines,Vanguard,True,E-commerce,Region,Northeast,514115.06,23369
2025-09,2025-Q3,Vaccines,Vanguard,True,E-commerce,Region,South,812884.88,36949
2025-09,2025-Q3,Vaccines,Vanguard,True,E-commerce,Region,Midwest,466842.67,21220
2025-09,2025-Q3,Vaccines,Vanguard,True,E-commerce,Region,West,539260.75,24512
2025-09,2025-Q3,Vaccines,Vanguard,True,E-commerce,National,National,2333103.35,106050
2025-10,2025-Q4,Vaccines,Vanguard,True,Veterinary,Region,Northeast,2758296.97,125377
2025-10,2025-Q4,Vaccines,Vanguard,True,Veterinary,Region,South,4200356.43,190925
2025-10,2025-Q4,Vaccines,Vanguard,True,Veterinary,Region,Midwest,2603168.72,118326
2025-10,2025-Q4,Vaccines,Vanguard,True,Veterinary,Region,West,2934911.63,133405
2025-10,2025-Q4,Vaccines,Vanguard,True,Veterinary,National,National,12496733.75,568033
2025-10,2025-Q4,Vaccines,Vanguard,True,Retail,Region,Northeast,138323.98,6287
2025-10,2025-Q4,Vaccines,Vanguard,True,Retail,Region,South,196058.52,8912
2025-10,2025-Q4,Vaccines,Vanguard,True,Retail,Region,Midwest,125350.14,5698
2025-10,2025-Q4,Vaccines,Vanguard,True,Retail,Region,West,142493.33,6477
2025-10,2025-Q4,Vaccines,Vanguard,True,Retail,National,National,602225.97,27374
2025-10,2025-Q4,Vaccines,Vanguard,True,E-commerce,Region,Northeast,520941.54,23679
2025-10,2025-Q4,Vaccines,Vanguard,True,E-commerce,Region,South,794851.63,36130
2025-10,2025-Q4,Vaccines,Vanguard,True,E-commerce,Region,Midwest,485665.66,22076
2025-10,2025-Q4,Vaccines,Vanguard,True,E-commerce,Region,West,539424.93,24519
2025-10,2025-Q4,Vaccines,Vanguard,True,E-commerce,National,National,2340883.76,106404
2025-11,2025-Q4,Vaccines,Vanguard,True,Veterinary,Region,Northeast,2571141.04,116870
2025-11,2025-Q4,Vaccines,Vanguard,True,Veterinary,Region,South,4161204.33,189146
2025-11,2025-Q4,Vaccines,Vanguard,True,Veterinary,Region,Midwest,2472935.79,112406
2025-11,2025-Q4,Vaccines,Vanguard,True,Veterinary,Region,West,2988124.94,135824
2025-11,2025-Q4,Vaccines,Vanguard,True,Veterinary,National,National,12193406.09,554246
2025-11,2025-Q4,Vaccines,Vanguard,True,Retail,Region,Northeast,130657.28,5939
2025-11,2025-Q4,Vaccines,Vanguard,True,Retail,Region,South,192401.6,8746
2025-11,2025-Q4,Vaccines,Vanguard,True,Retail,Region,Midwest,124653.43,5666
2025-11,2025-Q4,Vaccines,Vanguard,True,Retail,Region,West,143098.93,6504
2025-11,2025-Q4,Vaccines,Vanguard,True,Retail,National,National,590811.24,26855
2025-11,2025-Q4,Vaccines,Vanguard,True,E-commerce,Region,Northeast,512525.58,23297
2025-11,2025-Q4,Vaccines,Vanguard,True,E-commerce,Region,South,838635.09,38120
2025-11,2025-Q4,Vaccines,Vanguard,True,E-commerce,Region,Midwest,503969.75,22908
2025-11,2025-Q4,Vaccines,Vanguard,True,E-commerce,Region,West,542151.39,24643
2025-11,2025-Q4,Vaccines,Vanguard,True,E-commerce,National,National,2397281.8,108967
2025-12,2025-Q4,Vaccines,Vanguard,True,Veterinary,Region,Northeast,2695891.29,122541
2025-12,2025-Q4,Vaccines,Vanguard,True,Veterinary,Region,South,4186843.95,190311
2025-12,2025-Q4,Vaccines,Vanguard,True,Veterinary,Region,Midwest,2435185.1,110690
2025-12,2025-Q4,Vaccines,Vanguard,True,Veterinary,Region,West,2911846.98,132357
2025-12,2025-Q4,Vaccines,Vanguard,True,Veterinary,National,National,12229767.32,555899
2025-12,2025-Q4,Vaccines,Vanguard,True,Retail,Region,Northeast,123286.49,5604
2025-12,2025-Q4,Vaccines,Vanguard,True,Retail,Region,South,195041.24,8866
2025-12,2025-Q4,Vaccines,Vanguard,True,Retail,Region,Midwest,117335.0,5333
2025-12,2025-Q4,Vaccines,Vanguard,True,Retail,Region,West,141853.04,6448
